name,AngelList_website,tagline
Unitas Global,https://angel.co/company/unitas-global,Enterprise Private Cloud - Infrastructure as a Service
Fanbase,https://angel.co/company/fanbase,
Lifecrowd,https://angel.co/company/lifecrowd,Marketplace for social activities (MuckerLab W12)
Funtactix,https://angel.co/company/funtactix,Game Publishing for Major Hollywood Films and TV Shows
Trippy (acquired by TripRemix),https://angel.co/company/trippy,Creating the new way to travel
Mass Relevance,https://angel.co/company/mass-relevance,Distributed Social Engagement Platform
Urban Remedy,https://angel.co/company/urban-remedy,Organic foods and fresh pressed juices
Swipp,https://angel.co/company/swipp,Swipp Turns Social Media Into Leads and Sales.
Next Caller,https://angel.co/company/next-caller,Next Caller creates a positive CX through real-time call verification technology.
Breezeworks,https://angel.co/company/breezeworks,Mobile workflow automation for on-site service vendors
OnMyBlock,https://angel.co/company/onmyblock,OnMyBlock is a venture backed marketplace for student housing.
Kurbo Health,https://angel.co/company/kurbo-health,"Mobile and Web-based tools to help kids, teens, and their families lose weight"
Docurated,https://angel.co/company/docurated,Helping enterprises unlock the knowledge trapped in cloud and local repositories 
MatterFab,https://angel.co/company/matterfab,Metal 3D Printers for Industrial Fabrication
Crowdfunder,https://angel.co/company/crowdfunder-1,Online fundraising platform to democratize access to capital
Abine,https://angel.co/company/abine,The online privacy company
CoolChip Technologies,https://angel.co/company/coolchip-technologies-1,Cooling The Connected World
MarkITx,https://angel.co/company/markitx,Secondary IT Hardware Exchange
Katango,https://angel.co/company/katango,
Tiger Pistol,https://angel.co/company/tiger-pistol,Result-based social media marketing at scale for small business
DIY,https://angel.co/company/diyco,"We help any kid, anywhere, learn any skill"
SalesPredict,https://angel.co/company/salespredict,Moneyball for Sales
ChefsFeed,https://angel.co/company/chefsfeed-1,"Expert-powered food and drink discovery, inspiration, and experiences."
Suiteness,https://angel.co/company/suiteness,The only place to book connecting hotel rooms and suites
Rollbar,https://angel.co/company/rollbar,Powerful error analytics and insights — all in one place.
TrustRadius,https://angel.co/company/trustradius,Changing the way enterprise software is bought and sold through in-depth user reviews
Aura Frames,https://angel.co/company/auraframes,"Unlimited memories, from phone to frame."
Azuqua,https://angel.co/company/azuqua,Azuqua is redefining integration. We connect cloud services in minutes
Tipbit,https://angel.co/company/tipbit,Know What Matters
Blitsy,https://angel.co/company/blitsy,Arts & Crafts Commerce and Content
Tracksmith,https://angel.co/company/tracksmith,Premium performance running apparel
CareMessage,https://angel.co/company/caremessage,Social enterprise using mobile technology to make underserved populations healthier.
Cafe X,https://angel.co/company/cafe-x,Robotic Coffee Bars
Wrapify,https://angel.co/company/wrapify,Empowering drivers through advertising
LiveLike,https://angel.co/company/livelike,The most innovative sports viewing experience ever built.
Viewpoints,https://angel.co/company/viewpoints,
Adteractive,https://angel.co/company/adteractive,
Bownty,https://angel.co/company/bownty,Trivago for local experiences
Proletariat,https://angel.co/company/proletariat,High Quality Team-based Multiplayer Games.
Beam Technologies,https://angel.co/company/beam-technologies,Beam is rethinking dental benefits from the ground up
HotelQuickly,https://angel.co/company/hotelquickly,Hand-picked 3-5* hotels all across Asia Pacific at deeply discounted last-minute prices.
Joya,https://angel.co/company/joya,
ShipHawk,https://angel.co/company/shiphawk,Smart Transportation Management System™
Videdressing,https://angel.co/company/videdressing,
ISI Technology,https://angel.co/company/isi-technology-1,Most efficient and reliable water heating
Curiosity,https://angel.co/company/curiosity-com-1,The web's best learning content.
Liftoff,https://angel.co/company/liftoff-1,CPA-optimized mobile app marketing platform
Inkd.com,https://angel.co/company/inkd-com,
Backtrace I/O,https://angel.co/company/backtrace-i-o,The crash reporting and analysis platform for enterprise workloads.
Upload,https://angel.co/company/uploadvr,Virtual Reality Industry
nToggle,https://angel.co/company/ntoggle,Delivers efficiency to programmatic advertising
EdCast,https://angel.co/company/edcast-1,
SmartUp.io,https://angel.co/company/smartup-io,Peer-to-peer micro-learning platform
STRIVR Labs,https://angel.co/company/strivr-labs,
Kurbo,https://angel.co/company/kurbo,
Pingup,https://angel.co/company/pingup,Pingup supercharges business listings with Online Booking
Viximo,https://angel.co/company/viximo,
SelectMinds,https://angel.co/company/selectminds,
Markavip,https://angel.co/company/markavip,
Mywaves,https://angel.co/company/mywaves,
Hark,https://angel.co/company/hark,World's Largest Sound Bite Platform
Imprint Energy,https://angel.co/company/imprint-energy,
Wooshii,https://angel.co/company/wooshii,Video Made Easy
Quasar Builders,https://angel.co/company/quasar-ventures,First LATAM company builders. We create businesses from scratch.
Vow To Be Chic,https://angel.co/company/vow-to-be-chic,Designer Bridesmaid Dress Rentals Online
PacketZoom,https://angel.co/company/packetzoom,Get your customers on the Mobile Expresslane
Next Games,https://angel.co/company/next-games,
NSONE,https://angel.co/company/nsone,
Cashboard.de,https://angel.co/company/cashboard-de,"The entire world of investing. Simple, secure and automated in one free account"
Keaton Row,https://angel.co/company/keatonrow,Personal styling for your essential wardrobe.
Bus.com,https://angel.co/company/busdotcom,Book a charter bus online.
Avochato,https://angel.co/company/avochato,Enterprise Mobile Messaging CRM
Velano Vascular,https://angel.co/company/velano-vascular,
Resolution Games,https://angel.co/company/resolution-games,VR & AR games studio 
MPOWERD,https://angel.co/company/mpowerd,"Clean, affordable energy for eveyone. "
LeagueApps,https://angel.co/company/leagueapps,The operating system for youth sports
Chargeback,https://angel.co/company/chargeback-app,Real-time dispute resolution for merchants
Social Eyes,https://angel.co/company/social-eyes,
Pikum,https://angel.co/company/pikum,
Options Away,https://angel.co/company/options-away,Redefining Flexibility in Travel
CLK Design Automation,https://angel.co/company/clk-design-automation,
StartEngine,https://angel.co/company/startengine,Largest startup accelerator in Los Angeles
Bluegrass Vascular Technologies,https://angel.co/company/bluegrass-vascular-technologies,Medical device development company focused on complex central venous access cases.
BO.LT,https://angel.co/company/bo-lt,
ChargeItSpot,https://angel.co/company/chargeitspot,
Phone2Action,https://angel.co/company/phone2action,Software for Public Policy and Civic Engagement
Mautic,https://angel.co/company/mautic,Open Source Marketing Automation
Vacation Listing Service,https://angel.co/company/vacation-listing-service,
Green Throttle Games,https://angel.co/company/green-throttle-games,
indice semiconductor,https://angel.co/company/indice-semiconductor,
curiosity.com,https://angel.co/company/curiosity-com,
ACV Auctions,https://angel.co/company/acv-auctions,A revolutionary mobile auction platform for wholesale
Fluent City,https://angel.co/company/fluent-city,We are reinventing language learning for the 21st century. 
Lose It!,https://angel.co/company/lose-it-1,Mobile health and fitness tracking
Inverse,https://angel.co/company/inversedotcom,"Digital publication covering the future of how we live, work, and enjoy ourselves."
Wigix,https://angel.co/company/wigix,
Power.com,https://angel.co/company/power-com,
Market6,https://angel.co/company/market6,
Mobibucks,https://angel.co/company/mobibucks,
Vpod.tv,https://angel.co/company/vpod-tv,
SemantiNet,https://angel.co/company/semantinet,
FamilyFinds,https://angel.co/company/familyfinds,
FSAStore.com,https://angel.co/company/fsastore-com,
Fraudwall Technologies,https://angel.co/company/fraudwall-technologies,
StandardNine,https://angel.co/company/standardnine,
Greenphire,https://angel.co/company/greenphire,
Vee24,https://angel.co/company/vee24,E-Commerce Video Chat
Dissolve,https://angel.co/company/dissolve,Extraordinary Stock Footage and Photography
RapidMiner,https://angel.co/company/rapidminer,RapidMiner is the #1 open source predictive analytics platform
Browster,https://angel.co/company/browster,
Sindeo,https://angel.co/company/sindeo,A new path home.
PeerNova,https://angel.co/company/peernova,Building Real-Time Frictionless Financial Markets Through Trust and Transparency
Apio Systems,https://angel.co/company/apio-systems,
DriveTribe,https://angel.co/company/drivetribe,
ReadyPulse,https://angel.co/company/readypulse-1,Social Influencer Marketing Platform for Consumer Brands
Great Lakes Pharmaceuticals,https://angel.co/company/great-lakes-pharmaceuticals,
Appinions,https://angel.co/company/appinions-1,Attention Analytics Platform (SaaS) for B2B Marketers
Yardsellr,https://angel.co/company/yardsellr,
Dolphin Browser,https://angel.co/company/dolphin-browser,
PLYmedia,https://angel.co/company/plymedia,
OverWolf,https://angel.co/company/overwolf,
Affinity Circles,https://angel.co/company/affinity-circles,
CloudZero,https://angel.co/company/cloudzero,Total Cloud Observability for FinDevOps
NerVve Technologies,https://angel.co/company/nervve-technologies,Fast Image & Video Search by Content
TrueData,https://angel.co/company/twine-data,Mobile-sourced data with integrity
Zest Health,https://angel.co/company/zest-health,Be Smarter. Buy Better. Together.
SmartTurn a DiCentral Company,https://angel.co/company/smartturn-a-dicentral-company,
BTC China,https://angel.co/company/btc-china,
Levyx,https://angel.co/company/levyx,
eSUB Construction Software,https://angel.co/company/esub-construction-software,Project management for commercial construction subcontractors 
Hyprsense,https://angel.co/company/hyprsense,Vision Intelligence in Human Sensing Technology
Canvs,https://angel.co/company/canvs-2,Language analytics company that measures emotions about content.
ZeeMee,https://angel.co/company/zeemee,Bringing student stories to life and connecting them in community
Karamba Security,https://angel.co/company/karamba-security,
Synapse Technology,https://angel.co/company/synapse-technology-corp,Augmented Cognition company focused on National Security & Defense
Skytide,https://angel.co/company/skytide,
Engage,https://angel.co/company/engage,
Tonian,https://angel.co/company/tonian,A unified storage solution
Callaway Digital Arts,https://angel.co/company/callaway-digital-arts-2,
Virtuata,https://angel.co/company/virtuata,
Voonik,https://angel.co/company/voonik,"Buy what suits your body, lifestyle and personality"
Seeq,https://angel.co/company/seeq,
www.tagarray.com,https://angel.co/company/www-tagarray-com,
Datahug,https://angel.co/company/datahug,Relationship graph using email data
Progressly,https://angel.co/company/progressly,Transforming the way our customers do business
